Idno,Year,Month,FIPS,Locality,HouseholdsServed,IndividualsServed,PoundsFoodDistributed,childserevedNFNP,PoundsfoodNFNP,Latitude,Longitude,MTWStatus,Geopoint
1175,2020,January,840.0,Winchester City,2495.0,7862.0,134082.37,717.0,5344.0,39.1738688,-78.1763562,Matching and updated,POINT (-78.1763562 39.1738688)
1176,2019,February,45.0,Craig County,62.0,84.0,6024.0,51.0,0.0,37.4731287,-80.231734,Matching and updated,POINT (-80.231734 37.4731287)
1177,2019,October,67.0,Franklin County,831.0,2475.0,49179.4,0.0,0.0,36.9923498,-79.8839586,Matching and updated,POINT (-79.8839586 36.9923498)
1178,2019,June,161.0,Roanoke County,181.0,687.0,9778.5,59.0,441.0,37.3310768,-80.1901101,Matching and updated,POINT (-80.1901101 37.3310768)
1179,2019,December,175.0,Southampton County,605.0,1381.0,26613.0,145.0,2047.0,36.7201725,-77.1038556,Matching and updated,POINT (-77.1038556 36.7201725)
1180,2020,January,113.0,Madison County,523.0,1260.0,26891.95,0.0,0.0,38.4120586,-78.2769613,Matching and updated,POINT (-78.2769613 38.4120586)
1181,2019,September,173.0,Smyth County,1831.0,5782.0,99222.97,625.0,7168.0,36.8423183,-81.5397861,Matching and updated,POINT (-81.5397861 36.8423183)
1182,2019,March,121.0,Montgomery County,879.0,2593.0,27912.0,966.0,7602.0,37.1748845,-80.387314,Matching and updated,POINT (-80.387314 37.1748845)
1183,2019,February,125.0,Nelson County,469.0,1126.0,34607.4,0.0,0.0,37.7900492,-78.8793535,Matching and updated,POINT (-78.8793535 37.7900492)
1184,2019,March,550.0,Chesapeake City,3831.0,10347.0,217176.0,282.0,4850.0,36.6793761,-76.3017884,Matching and updated,POINT (-76.3017884 36.6793761)
1185,2020,January,101.0,King William County,3.0,8.0,74688.0,0.0,0.0,37.7082604,-77.0910539,Matching and updated,POINT (-77.0910539 37.7082604)
1186,2020,May,7.0,Amelia County,146.0,342.0,5818.0,0.0,0.0,37.3319271,-77.9774619,Matching and updated,POINT (-77.9774619 37.3319271)
1187,2019,July,31.0,Campbell County,862.0,1881.0,76184.42,0.0,720.0,37.210151,-79.0954285,Matching and updated,POINT (-79.0954285 37.210151)
1188,2020,February,700.0,Newport News City,1703.0,3886.0,412682.0,450.0,13670.0,37.0759784,-76.5217187,Matching and updated,POINT (-76.5217187 37.0759784)
1189,2019,February,25.0,Brunswick County,257.0,975.0,9095.0,0.0,0.0,36.7645309,-77.8609162,Matching and updated,POINT (-77.8609162 36.7645309)
1190,2020,August,173.0,Smyth County,608.0,1678.0,92486.12,0.0,1349.0,36.8423183,-81.5397861,Matching and updated,POINT (-81.5397861 36.8423183)
1191,2019,January,790.0,STAUNTON CITY,554.0,6073.0,27790.0,0.0,769.0,38.1580558,-79.0615011,Matching and updated,POINT (-79.0615011 38.1580558)
1192,2019,July,43.0,CLARKE COUNTY,168.0,337.0,9693.37,0.0,0.0,39.1159309,-77.9920039,Matching and updated,POINT (-77.9920039 39.1159309)
1193,2019,June,800.0,Suffolk City,2355.0,5172.0,66359.0,250.0,986.0,36.6971573,-76.6347808,Matching and updated,POINT (-76.6347808 36.6971573)
1194,2019,September,678.0,Lexington City,840.0,1837.0,36714.76,0.0,0.0,37.7823316,-79.4443196,Matching and updated,POINT (-79.4443196 37.7823316)
1195,2020,April,121.0,Montgomery County,928.0,5067.0,40754.04,540.0,4224.0,37.1748845,-80.387314,Matching and updated,POINT (-80.387314 37.1748845)
1196,2019,May,57.0,Essex County,43.0,102.0,74688.0,0.0,0.0,37.9394802,-76.9418713,Matching and updated,POINT (-76.9418713 37.9394802)
1197,2019,September,169.0,Scott County,660.0,1489.0,29945.5,13.0,0.0,36.7127783,-82.6136268,Matching and updated,POINT (-82.6136268 36.7127783)
1198,2019,October,165.0,Rockingham County,1840.0,3672.0,85130.66,0.0,0.0,38.5112574,-78.876307,Matching and updated,POINT (-78.876307 38.5112574)
1199,2019,December,161.0,Roanoke County,778.0,2011.0,34543.68,246.0,337.0,37.3310768,-80.1901101,Matching and updated,POINT (-80.1901101 37.3310768)
1200,2019,May,580.0,Covington City,373.0,1320.0,35346.95,0.0,0.0,37.7781426,-79.986039,Matching and updated,POINT (-79.986039 37.7781426)
1201,2020,October,157.0,Rappahannock County,248.0,643.0,21590.6,0.0,0.0,38.6845215,-78.1688241,Matching and updated,POINT (-78.1688241 38.6845215)
1202,2019,August,750.0,Radford City,827.0,2022.0,21440.2,151.0,0.0,37.120036,-80.5570481,Matching and updated,POINT (-80.5570481 37.120036)
1203,2021,February,13.0,Arlington County,908.0,2971.0,82463.1766497058,0.0,7013.0,38.8783374,-77.1007034,Matching and updated,POINT (-77.1007034 38.8783374)
1204,2019,May,820.0,Waynesboro City,178.0,559.0,10293.97,0.0,6270.0,38.0671571,-78.9014197,Matching and updated,POINT (-78.9014197 38.0671571)
1205,2021,March,7.0,Amelia County,195.0,561.0,11665.0,0.0,0.0,37.3319271,-77.9774619,Matching and updated,POINT (-77.9774619 37.3319271)
1206,2019,November,191.0,Washington County,2054.0,5995.0,66218.6,220.0,683.0,36.7478314,-81.9503155,Matching and updated,POINT (-81.9503155 36.7478314)
1207,2020,May,69.0,Frederick County,8375.0,14057.0,48617.58,0.0,0.0,39.203637,-78.2639164,Matching and updated,POINT (-78.2639164 39.203637)
1208,2021,May,87.0,Henrico County,2708.0,9203.0,64282.0,0.0,0.0,37.4375205,-77.300333,Matching and updated,POINT (-77.300333 37.4375205)
1209,2020,May,161.0,Roanoke County,358.0,1062.0,26665.85,35.0,0.0,37.3310768,-80.1901101,Matching and updated,POINT (-80.1901101 37.3310768)
1210,2019,November,25.0,Brunswick County,475.0,940.0,12140.0,0.0,0.0,36.7645309,-77.8609162,Matching and updated,POINT (-77.8609162 36.7645309)
1211,2020,December,171.0,Shenandoah County,1091.0,2712.0,104022.27,0.0,0.0,38.856204,-78.5739867,Matching and updated,POINT (-78.5739867 38.856204)
1212,2020,April,83.0,Halifax County,389.0,728.0,19250.0,0.0,0.0,36.766461,-78.9396142,Matching and updated,POINT (-78.9396142 36.766461)
1213,2020,February,760.0,Richmond City,0.0,12794.0,0.0,0.0,0.0,37.531399,-77.4760085,Matching and updated,POINT (-77.4760085 37.531399)
1214,2019,December,590.0,Danville City,2741.0,7902.0,156557.45,411.0,4776.0,36.5833337,-79.4080707,Matching and updated,POINT (-79.4080707 36.5833337)
1215,2019,February,680.0,Lynchburg City,1807.0,8411.0,146494.16,929.0,22305.0,37.3990161,-79.1954582,Matching and updated,POINT (-79.1954582 37.3990161)
1216,2020,February,59.0,Fairfax County,908.0,2971.0,311761.142648767,0.0,20024.0,38.8337425,-77.2761174,Matching and updated,POINT (-77.2761174 38.8337425)
1217,2019,August,167.0,Russell County,889.0,1965.0,27896.3,0.0,0.0,36.9334198,-82.0959342,Matching and updated,POINT (-82.0959342 36.9334198)
1218,2021,February,17.0,Bath County,269.0,606.0,14291.5,0.0,0.0,38.0689876,-79.732898,Matching and updated,POINT (-79.732898 38.0689876)
1219,2020,June,65.0,Fluvanna County,392.0,801.0,31306.08,0.0,3098.0,37.8305761,-78.2844345,Matching and updated,POINT (-78.2844345 37.8305761)
1220,2019,May,510.0,Alexandria City,908.0,2971.0,68120.4006899579,0.0,1441.0,38.8183429,-77.0820263,Matching and updated,POINT (-77.0820263 38.8183429)
1221,2020,August,25.0,Brunswick County,380.0,601.0,28499.0,0.0,0.0,36.7645309,-77.8609162,Matching and updated,POINT (-77.8609162 36.7645309)
1222,2020,March,109.0,Louisa County,1415.0,2892.0,11497.0,0.0,0.0,37.9716808,-77.9591779,Matching and updated,POINT (-77.9591779 37.9716808)
1223,2020,June,36.0,Charles City County,271.0,773.0,16384.0,0.0,0.0,37.3610537,-77.05417,Matching and updated,POINT (-77.05417 37.3610537)
1224,2019,February,770.0,Roanoke City,5165.0,25286.0,293396.76,1282.0,3817.0,37.2778301,-79.9584716,Matching and updated,POINT (-79.9584716 37.2778301)
1225,2020,January,17.0,Bath County,204.0,371.0,13486.52,0.0,0.0,38.0689876,-79.732898,Matching and updated,POINT (-79.732898 38.0689876)
1226,2019,June,59.0,Fairfax County,908.0,2971.0,550430.231116008,0.0,738.0,38.8337425,-77.2761174,Matching and updated,POINT (-77.2761174 38.8337425)
1227,2020,January,660.0,Harrisonburg City,2134.0,8511.0,141114.3,307.0,2548.0,38.4316694,-78.8760274,Matching and updated,POINT (-78.8760274 38.4316694)
1228,2019,June,87.0,Henrico County,10.0,12.0,74688.0,0.0,0.0,37.4375205,-77.300333,Matching and updated,POINT (-77.300333 37.4375205)
1229,2021,February,530.0,Buena Vista City,300.0,755.0,40734.25,0.0,0.0,37.7316634,-79.3563746,Matching and updated,POINT (-79.3563746 37.7316634)
1230,2020,November,101.0,King William County,549.0,5411.0,9183.0,0.0,0.0,37.7082604,-77.0910539,Matching and updated,POINT (-77.0910539 37.7082604)
1231,2021,June,183.0,Sussex County,144.0,370.0,5421.0,0.0,0.0,36.9266454,-77.2597319,Matching and updated,POINT (-77.2597319 36.9266454)
1232,2020,January,19.0,Bedford County,1236.0,3898.0,87648.8,78.0,0.0,37.3124079,-79.5279466,Matching and updated,POINT (-79.5279466 37.3124079)
1233,2019,October,820.0,Waynesboro City,249.0,692.0,20463.99,164.0,9510.0,38.0671571,-78.9014197,Matching and updated,POINT (-78.9014197 38.0671571)
1234,2020,April,47.0,Culpeper County,819.0,1853.0,93746.68,0.0,0.0,38.4859303,-77.9564758,Matching and updated,POINT (-77.9564758 38.4859303)
1235,2020,February,109.0,Louisa County,1287.0,2665.0,33382.0,0.0,0.0,37.9716808,-77.9591779,Matching and updated,POINT (-77.9591779 37.9716808)
1236,2019,November,183.0,Sussex County,171.0,512.0,11679.0,0.0,0.0,36.9266454,-77.2597319,Matching and updated,POINT (-77.2597319 36.9266454)
1237,2020,December,660.0,Harrisonburg City,1755.0,5675.0,170816.58,1511.0,64355.0,38.4316694,-78.8760274,Matching and updated,POINT (-78.8760274 38.4316694)
1238,2019,July,720.0,Norton City,699.0,2366.0,23851.1,0.0,0.0,36.9315489,-82.625996,Matching and updated,POINT (-82.625996 36.9315489)
1239,2021,January,25.0,Brunswick County,392.0,672.0,14846.0,0.0,0.0,36.7645309,-77.8609162,Matching and updated,POINT (-77.8609162 36.7645309)
1240,2020,July,127.0,New Kent County,346.0,940.0,0.0,0.0,0.0,37.5029094,-76.9828566,Matching and updated,POINT (-76.9828566 37.5029094)
1241,2021,May,570.0,Colonial Heights City,0.0,1167.0,0.0,0.0,0.0,37.2616846,-77.3968043,Matching and updated,POINT (-77.3968043 37.2616846)
1242,2019,December,730.0,Petersburg City,0.0,8938.0,0.0,0.0,0.0,37.2047302,-77.3923681,Matching and updated,POINT (-77.3923681 37.2047302)
1243,2019,February,550.0,Chesapeake City,4160.0,11080.0,242475.0,280.0,4417.0,36.6793761,-76.3017884,Matching and updated,POINT (-76.3017884 36.6793761)
1244,2020,May,107.0,Loudoun County,1.0,1.0,74688.0,0.0,0.0,39.0811303,-77.6388572,Matching and updated,POINT (-77.6388572 39.0811303)
1245,2020,June,105.0,Lee County,367.0,950.0,46737.75,0.0,0.0,36.7017206,-83.1301117,Matching and updated,POINT (-83.1301117 36.7017206)
1246,2019,June,193.0,Westmoreland County,79.0,180.0,699.0,0.0,0.0,38.109238,-76.8040731,Matching and updated,POINT (-76.8040731 38.109238)
1247,2020,May,25.0,Brunswick County,351.0,550.0,10269.0,0.0,0.0,36.7645309,-77.8609162,Matching and updated,POINT (-77.8609162 36.7645309)
1248,2020,February,167.0,Russell County,903.0,1951.0,26239.39,0.0,0.0,36.9334198,-82.0959342,Matching and updated,POINT (-82.0959342 36.9334198)
1249,2020,June,173.0,Smyth County,1347.0,4069.0,102222.05,66.0,0.0,36.8423183,-81.5397861,Matching and updated,POINT (-81.5397861 36.8423183)
1250,2020,June,840.0,Winchester City,2427.0,7246.0,154504.48,2260.0,15862.0,39.1738688,-78.1763562,Matching and updated,POINT (-78.1763562 39.1738688)
1251,2021,July,191.0,Washington County,1042.0,3649.0,74192.08,0.0,0.0,36.7478314,-81.9503155,Matching and updated,POINT (-81.9503155 36.7478314)
1252,2019,January,87.0,Henrico County,1300.0,11739.0,34189.0,0.0,0.0,37.4375205,-77.300333,Matching and updated,POINT (-77.300333 37.4375205)
1253,2019,May,67.0,Franklin County,738.0,2088.0,67201.12,0.0,0.0,36.9923498,-79.8839586,Matching and updated,POINT (-79.8839586 36.9923498)
1254,2020,July,193.0,Westmoreland County,214.0,560.0,4597.0,0.0,0.0,38.109238,-76.8040731,Matching and updated,POINT (-76.8040731 38.109238)
1255,2020,May,95.0,James City County,421.0,1431.0,77937.0,245.0,1976.0,37.3244273,-76.7783194,Matching and updated,POINT (-76.7783194 37.3244273)
1256,2020,February,620.0,Franklin City,941.0,2368.0,25973.0,80.0,1166.0,36.6840142,-76.9413956,Matching and updated,POINT (-76.9413956 36.6840142)
1257,2019,July,97.0,King and Queen County,23.0,52.0,74688.0,0.0,0.0,37.7143698,-76.901863,Matching and updated,POINT (-76.901863 37.7143698)
1258,2020,August,7.0,Amelia County,175.0,414.0,7396.0,0.0,0.0,37.3319271,-77.9774619,Matching and updated,POINT (-77.9774619 37.3319271)
1259,2019,October,187.0,Warren County,431.0,1195.0,40001.66,1194.0,0.0,38.9081874,-78.2071314,Matching and updated,POINT (-78.2071314 38.9081874)
1260,2020,October,670.0,Hopewell City,170.0,302.0,27524.0,0.0,0.0,37.2910098,-77.2989443,Matching and updated,POINT (-77.2989443 37.2910098)
1261,2019,August,143.0,Pittsylvania County,908.0,2971.0,0.0,85.0,1209.0,36.8217206,-79.3985019,Matching and updated,POINT (-79.3985019 36.8217206)
1262,2020,April,95.0,James City County,508.0,1804.0,77181.0,245.0,1666.0,37.3244273,-76.7783194,Matching and updated,POINT (-76.7783194 37.3244273)
1263,2019,February,630.0,Fredericksburg City,960.0,2141.0,58104.0,1241.0,2680.0,38.2992718,-77.4866583,Matching and updated,POINT (-77.4866583 38.2992718)
1264,2019,August,660.0,Harrisonburg City,2796.0,7565.0,150610.18,49.0,4176.0,38.4316694,-78.8760274,Matching and updated,POINT (-78.8760274 38.4316694)
1265,2019,January,109.0,Louisa County,29.0,97.0,74688.0,0.0,0.0,37.9716808,-77.9591779,Matching and updated,POINT (-77.9591779 37.9716808)
1266,2019,April,640.0,Galax City,748.0,1634.0,21257.7,140.0,0.0,36.6656397,-80.9143083,Matching and updated,POINT (-80.9143083 36.6656397)
1267,2019,May,111.0,Lunenburg County,393.0,2954.0,69668.0,0.0,0.0,36.9457567,-78.242313,Matching and updated,POINT (-78.242313 36.9457567)
1268,2020,May,137.0,Orange County,558.0,1409.0,23784.19,0.0,0.0,38.2504394,-78.0099795,Matching and updated,POINT (-78.0099795 38.2504394)
1269,2020,April,143.0,Pittsylvania County,908.0,2971.0,0.0,62.0,1144.0,36.8217206,-79.3985019,Matching and updated,POINT (-79.3985019 36.8217206)
1270,2020,October,43.0,CLARKE COUNTY,126.0,264.0,6263.7,63.0,516.0,39.1159309,-77.9920039,Matching and updated,POINT (-77.9920039 39.1159309)
1271,2021,September,640.0,Galax City,908.0,2971.0,4666.0,0.0,0.0,36.6656397,-80.9143083,Matching and updated,POINT (-80.9143083 36.6656397)
1272,2020,March,97.0,King and Queen County,0.0,0.0,0.0,0.0,0.0,37.7143698,-76.901863,Matching and updated,POINT (-76.901863 37.7143698)
1273,2019,February,115.0,Mathews County,908.0,2971.0,22874.0,0.0,0.0,37.4253479,-76.2688078,Non-matching,POINT (-76.2688078 37.4253479)
1274,2019,April,125.0,Nelson County,598.0,1132.0,40104.56,0.0,0.0,37.7900492,-78.8793535,Matching and updated,POINT (-78.8793535 37.7900492)
1275,2020,June,165.0,Rockingham County,1677.0,3687.0,94141.24,0.0,0.0,38.5112574,-78.876307,Matching and updated,POINT (-78.876307 38.5112574)
1276,2019,January,690.0,Martinsville City,435.0,1974.0,8838.75,0.0,352.0,36.6835269,-79.8636475,Matching and updated,POINT (-79.8636475 36.6835269)
1277,2020,May,99.0,King George County,242.0,638.0,5891.35,0.0,0.0,38.2771787,-77.1627015,Matching and updated,POINT (-77.1627015 38.2771787)
1278,2020,January,93.0,Isle of Wight County,1341.0,2971.0,39693.0,60.0,1276.0,36.9014184,-76.7075688,Matching and updated,POINT (-76.7075688 36.9014184)
1279,2020,September,580.0,Covington City,342.0,7048.0,45485.5,0.0,0.0,37.7781426,-79.986039,Matching and updated,POINT (-79.986039 37.7781426)
1280,2019,September,5.0,Alleghany County,469.0,1050.0,27233.83,0.0,0.0,37.7879048,-80.008669,Matching and updated,POINT (-80.008669 37.7879048)
1281,2019,April,71.0,Giles County,365.0,646.0,12689.0,60.0,0.0,37.3119298,-80.7171778,Matching and updated,POINT (-80.7171778 37.3119298)
1282,2020,January,590.0,Danville City,3427.0,8392.0,114525.4,411.0,916.0,36.5833337,-79.4080707,Matching and updated,POINT (-79.4080707 36.5833337)
1283,2021,March,143.0,Pittsylvania County,908.0,2971.0,0.0,0.0,0.0,36.8217206,-79.3985019,Matching and updated,POINT (-79.3985019 36.8217206)
1284,2020,November,31.0,Campbell County,1337.0,3140.0,123339.43,0.0,92.0,37.210151,-79.0954285,Matching and updated,POINT (-79.0954285 37.210151)
1285,2020,August,61.0,Fauquier County,810.0,1886.0,49177.85,0.0,0.0,38.7441032,-77.8215847,Matching and updated,POINT (-77.8215847 38.7441032)
1286,2019,April,79.0,Greene County,440.0,998.0,31453.95,77.0,720.0,38.2979805,-78.4701629,Matching and updated,POINT (-78.4701629 38.2979805)
1287,2020,January,181.0,Surry County,99.0,161.0,23442.0,0.0,0.0,37.1197611,-76.8801717,Matching and updated,POINT (-76.8801717 37.1197611)
1288,2019,February,121.0,Montgomery County,868.0,2664.0,28780.2,948.0,9863.0,37.1748845,-80.387314,Matching and updated,POINT (-80.387314 37.1748845)
1289,2021,May,25.0,Brunswick County,493.0,802.0,24310.0,0.0,0.0,36.7645309,-77.8609162,Matching and updated,POINT (-77.8609162 36.7645309)
1290,2019,May,161.0,Roanoke County,187.0,558.0,9755.88,268.0,275.0,37.3310768,-80.1901101,Matching and updated,POINT (-80.1901101 37.3310768)
1291,2021,March,169.0,Scott County,423.0,853.0,30203.95,12.0,0.0,36.7127783,-82.6136268,Matching and updated,POINT (-82.6136268 36.7127783)
1292,2019,March,135.0,Nottoway County,160.0,2772.0,33772.0,0.0,0.0,37.1436955,-78.0521623,Matching and updated,POINT (-78.0521623 37.1436955)
1293,2021,February,121.0,Montgomery County,1204.0,7396.0,37607.9,505.0,7868.0,37.1748845,-80.387314,Matching and updated,POINT (-80.387314 37.1748845)
1294,2020,September,63.0,Floyd County,331.0,819.0,6717.3,0.0,0.0,36.9314381,-80.3503087,Matching and updated,POINT (-80.3503087 36.9314381)
1295,2019,November,57.0,Essex County,70.0,172.0,74688.0,0.0,0.0,37.9394802,-76.9418713,Matching and updated,POINT (-76.9418713 37.9394802)
1296,2021,June,153.0,Prince William County,908.0,2971.0,568771.511071691,0.0,32472.0,38.7011187,-77.4795791,Matching and updated,POINT (-77.4795791 38.7011187)
1297,2019,September,87.0,Henrico County,2189.0,8730.0,36479.0,0.0,0.0,37.4375205,-77.300333,Matching and updated,POINT (-77.300333 37.4375205)
1298,2020,February,183.0,Sussex County,231.0,439.0,14717.0,130.0,1910.0,36.9266454,-77.2597319,Matching and updated,POINT (-77.2597319 36.9266454)
1299,2019,August,29.0,Buckingham County,930.0,1880.0,36178.52,0.0,0.0,37.573928,-78.5291687,Matching and updated,POINT (-78.5291687 37.573928)
1300,2020,September,85.0,Hanover County,884.0,2547.0,1036.0,0.0,0.0,37.7601655,-77.4909916,Matching and updated,POINT (-77.4909916 37.7601655)
1301,2020,March,187.0,Warren County,523.0,1448.0,36695.86,215.0,1422.0,38.9081874,-78.2071314,Matching and updated,POINT (-78.2071314 38.9081874)
1302,2019,August,57.0,Essex County,27.0,66.0,74688.0,0.0,0.0,37.9394802,-76.9418713,Matching and updated,POINT (-76.9418713 37.9394802)
1303,2019,August,97.0,King and Queen County,23.0,57.0,74688.0,0.0,0.0,37.7143698,-76.901863,Matching and updated,POINT (-76.901863 37.7143698)
1304,2019,October,87.0,Henrico County,2417.0,9508.0,50452.0,0.0,0.0,37.4375205,-77.300333,Matching and updated,POINT (-77.300333 37.4375205)
1305,2020,February,53.0,Dinwiddie County,265.0,968.0,4507.0,0.0,0.0,37.0734984,-77.6354922,Matching and updated,POINT (-77.6354922 37.0734984)
1306,2019,December,7.0,Amelia County,130.0,338.0,9733.0,0.0,0.0,37.3319271,-77.9774619,Matching and updated,POINT (-77.9774619 37.3319271)
1307,2019,February,155.0,Pulaski County,886.0,4463.0,32717.65,202.0,0.0,37.0633853,-80.7134439,Matching and updated,POINT (-80.7134439 37.0633853)
1308,2019,February,111.0,Lunenburg County,365.0,2861.0,70329.0,0.0,0.0,36.9457567,-78.242313,Matching and updated,POINT (-78.242313 36.9457567)
1309,2020,September,183.0,Sussex County,182.0,492.0,4913.0,0.0,0.0,36.9266454,-77.2597319,Matching and updated,POINT (-77.2597319 36.9266454)
1310,2019,October,125.0,Nelson County,317.0,511.0,36631.72,0.0,0.0,37.7900492,-78.8793535,Matching and updated,POINT (-78.8793535 37.7900492)
1311,2020,February,590.0,Danville City,2962.0,7336.0,112301.85,411.0,5218.0,36.5833337,-79.4080707,Matching and updated,POINT (-79.4080707 36.5833337)
1312,2019,August,193.0,Westmoreland County,96.0,262.0,723.0,0.0,0.0,38.109238,-76.8040731,Matching and updated,POINT (-76.8040731 38.109238)
1313,2020,January,7.0,Amelia County,151.0,392.0,8105.0,0.0,0.0,37.3319271,-77.9774619,Matching and updated,POINT (-77.9774619 37.3319271)
1314,2019,February,595.0,Emporia City,0.0,0.0,0.0,0.0,0.0,36.696182,-77.5359753,Matching and updated,POINT (-77.5359753 36.696182)
1315,2020,August,520.0,Bristol City,310.0,1681.0,4599.0,65.0,802.0,36.6169541,-82.1575641,Matching and updated,POINT (-82.1575641 36.6169541)
1316,2019,May,570.0,Colonial Heights City,63.0,125.0,48564.0,0.0,0.0,37.2616846,-77.3968043,Matching and updated,POINT (-77.3968043 37.2616846)
1317,2020,February,690.0,Martinsville City,413.0,1908.0,13966.2,0.0,117.0,36.6835269,-79.8636475,Matching and updated,POINT (-79.8636475 36.6835269)
1318,2021,August,63.0,Floyd County,90.0,190.0,13194.7,0.0,0.0,36.9314381,-80.3503087,Matching and updated,POINT (-80.3503087 36.9314381)
1319,2020,March,19.0,Bedford County,1095.0,3370.0,81236.78,78.0,0.0,37.3124079,-79.5279466,Matching and updated,POINT (-79.5279466 37.3124079)
1320,2020,December,45.0,Craig County,126.0,206.0,1798.0,24.0,0.0,37.4731287,-80.231734,Matching and updated,POINT (-80.231734 37.4731287)
1321,2019,March,730.0,Petersburg City,689.0,1578.0,12875.0,0.0,0.0,37.2047302,-77.3923681,Matching and updated,POINT (-77.3923681 37.2047302)
1322,2020,November,5.0,Alleghany County,326.0,878.0,31347.35,0.0,0.0,37.7879048,-80.008669,Matching and updated,POINT (-80.008669 37.7879048)
1323,2019,May,85.0,Hanover County,430.0,2317.0,835.0,0.0,0.0,37.7601655,-77.4909916,Matching and updated,POINT (-77.4909916 37.7601655)
