Idno,Year,Month,FIPS,Locality,HouseholdsServed,IndividualsServed,PoundsFoodDistributed,childserevedNFNP,PoundsfoodNFNP,Latitude,Longitude,MTWStatus,Geopoint
2186,2019,January,153.0,Prince William County,908.0,2971.0,293492.265060451,0.0,0.0,38.7011187,-77.4795791,Matching and updated,POINT (-77.4795791 38.7011187)
2187,2019,January,61.0,Fauquier County,876.0,2071.0,56189.37,0.0,0.0,38.7441032,-77.8215847,Matching and updated,POINT (-77.8215847 38.7441032)
2188,2019,January,91.0,Highland County,51.0,141.0,3897.5,0.0,0.0,38.3566717,-79.5679583,Matching and updated,POINT (-79.5679583 38.3566717)
2189,2020,April,155.0,Pulaski County,1420.0,5449.0,23501.15,48.0,0.0,37.0633853,-80.7134439,Matching and updated,POINT (-80.7134439 37.0633853)
2190,2019,February,590.0,Danville City,3143.0,8533.0,129161.65,393.0,1001.0,36.5833337,-79.4080707,Matching and updated,POINT (-79.4080707 36.5833337)
2191,2020,May,75.0,Goochland County,118.0,423.0,82322.0,0.0,0.0,37.7241655,-77.9142733,Matching and updated,POINT (-77.9142733 37.7241655)
2192,2020,April,678.0,Lexington City,942.0,2151.0,51980.01,0.0,0.0,37.7823316,-79.4443196,Matching and updated,POINT (-79.4443196 37.7823316)
2193,2019,May,191.0,Washington County,1449.0,4251.0,135876.8,0.0,566.0,36.7478314,-81.9503155,Matching and updated,POINT (-81.9503155 36.7478314)
2194,2021,February,159.0,Richmond County,35.0,73.0,437337.0,0.0,0.0,37.9428935,-76.7305609,Matching and updated,POINT (-76.7305609 37.9428935)
2195,2019,May,730.0,Petersburg City,938.0,2059.0,4143.0,0.0,0.0,37.2047302,-77.3923681,Matching and updated,POINT (-77.3923681 37.2047302)
2196,2020,July,155.0,Pulaski County,1309.0,5437.0,30704.18,0.0,0.0,37.0633853,-80.7134439,Matching and updated,POINT (-80.7134439 37.0633853)
2197,2019,February,530.0,Buena Vista City,651.0,1147.0,25009.68,0.0,0.0,37.7316634,-79.3563746,Matching and updated,POINT (-79.3563746 37.7316634)
2198,2021,May,143.0,Pittsylvania County,908.0,2971.0,0.0,0.0,0.0,36.8217206,-79.3985019,Matching and updated,POINT (-79.3985019 36.8217206)
2199,2021,April,105.0,Lee County,306.0,832.0,20418.9,27.0,3038.0,36.7017206,-83.1301117,Matching and updated,POINT (-83.1301117 36.7017206)
2200,2019,January,135.0,Nottoway County,150.0,2576.0,22402.0,0.0,0.0,37.1436955,-78.0521623,Matching and updated,POINT (-78.0521623 37.1436955)
2201,2021,February,69.0,Frederick County,485.0,1543.0,34392.55,0.0,0.0,39.203637,-78.2639164,Matching and updated,POINT (-78.2639164 39.203637)
2202,2019,April,59.0,Fairfax County,908.0,2971.0,572412.938821669,0.0,1476.0,38.8337425,-77.2761174,Matching and updated,POINT (-77.2761174 38.8337425)
2203,2019,October,153.0,Prince William County,31.0,102.0,525.0,0.0,0.0,38.7011187,-77.4795791,Matching and updated,POINT (-77.4795791 38.7011187)
2204,2019,December,830.0,Williamsburg City,344.0,952.0,67292.0,35.0,3112.0,37.269293,-76.7067172,Matching and updated,POINT (-76.7067172 37.269293)
2205,2019,September,107.0,Loudoun County,3043.0,10097.0,199710.32,2983.0,11310.0,39.0811303,-77.6388572,Matching and updated,POINT (-77.6388572 39.0811303)
2206,2019,December,36.0,Charles City County,359.0,896.0,10912.0,0.0,0.0,37.3610537,-77.05417,Matching and updated,POINT (-77.05417 37.3610537)
2207,2020,November,570.0,Colonial Heights City,0.0,1144.0,0.0,0.0,0.0,37.2616846,-77.3968043,Matching and updated,POINT (-77.3968043 37.2616846)
2208,2019,June,700.0,Newport News City,1411.0,1833.0,337378.0,190.0,1354.0,37.0759784,-76.5217187,Matching and updated,POINT (-76.5217187 37.0759784)
2209,2020,December,145.0,Powhatan County,101.0,686.0,147357.0,0.0,0.0,37.5494041,-77.9128553,Matching and updated,POINT (-77.9128553 37.5494041)
2210,2019,July,9.0,Amherst County,1282.0,2470.0,100339.53,0.0,0.0,37.6303621,-79.1478477,Matching and updated,POINT (-79.1478477 37.6303621)
2211,2019,October,167.0,Russell County,1004.0,2345.0,39640.75,0.0,0.0,36.9334198,-82.0959342,Matching and updated,POINT (-82.0959342 36.9334198)
2212,2019,January,173.0,Smyth County,1403.0,4267.0,127395.13,502.0,15390.0,36.8423183,-81.5397861,Matching and updated,POINT (-81.5397861 36.8423183)
2213,2021,March,187.0,Warren County,223.0,555.0,32801.13,40.0,1307.0,38.9081874,-78.2071314,Matching and updated,POINT (-78.2071314 38.9081874)
2214,2019,June,710.0,Norfolk City,6492.0,27740.0,464790.0,1235.0,8023.0,36.9230149,-76.2446413,Matching and updated,POINT (-76.2446413 36.9230149)
2215,2019,November,105.0,Lee County,591.0,1738.0,25548.68,0.0,0.0,36.7017206,-83.1301117,Matching and updated,POINT (-83.1301117 36.7017206)
2216,2020,May,181.0,Surry County,159.0,308.0,24895.0,0.0,0.0,37.1197611,-76.8801717,Matching and updated,POINT (-76.8801717 37.1197611)
2217,2019,February,139.0,PAGE COUNTY,202.0,630.0,29889.72,0.0,0.0,38.6237508,-78.4904708,Matching and updated,POINT (-78.4904708 38.6237508)
2218,2019,June,65.0,Fluvanna County,516.0,1058.0,34807.16,0.0,0.0,37.8305761,-78.2844345,Matching and updated,POINT (-78.2844345 37.8305761)
2219,2020,April,191.0,Washington County,1266.0,4716.0,81520.78,80.0,653.0,36.7478314,-81.9503155,Matching and updated,POINT (-81.9503155 36.7478314)
2220,2020,July,770.0,Roanoke City,3363.0,23424.0,345086.6,650.0,2631.0,37.2778301,-79.9584716,Matching and updated,POINT (-79.9584716 37.2778301)
2221,2019,February,149.0,Prince George County,343.0,970.0,4710.0,0.0,0.0,37.1873255,-77.2209931,Matching and updated,POINT (-77.2209931 37.1873255)
2222,2020,December,17.0,Bath County,290.0,581.0,22602.58,0.0,0.0,38.0689876,-79.732898,Matching and updated,POINT (-79.732898 38.0689876)
2223,2020,November,720.0,Norton City,823.0,2443.0,25364.8,0.0,0.0,36.9315489,-82.625996,Matching and updated,POINT (-82.625996 36.9315489)
2224,2021,March,27.0,Buchanan County,1471.0,3304.0,105625.5,328.0,4372.0,37.2681198,-82.0381508,Matching and updated,POINT (-82.0381508 37.2681198)
2225,2020,July,730.0,Petersburg City,878.0,2032.0,0.0,0.0,0.0,37.2047302,-77.3923681,Matching and updated,POINT (-77.3923681 37.2047302)
2226,2020,October,590.0,Danville City,2483.0,6022.0,197181.1,50.0,0.0,36.5833337,-79.4080707,Matching and updated,POINT (-79.4080707 36.5833337)
2227,2020,October,640.0,Galax City,659.0,1640.0,17708.2,65.0,0.0,36.6656397,-80.9143083,Matching and updated,POINT (-80.9143083 36.6656397)
2228,2019,April,710.0,Norfolk City,9407.0,30792.0,410337.0,1227.0,19049.0,36.9230149,-76.2446413,Matching and updated,POINT (-76.2446413 36.9230149)
2229,2019,May,36.0,Charles City County,2.0,6.0,74688.0,0.0,0.0,37.3610537,-77.05417,Matching and updated,POINT (-77.05417 37.3610537)
2230,2019,March,175.0,Southampton County,528.0,1178.0,13795.0,98.0,1804.0,36.7201725,-77.1038556,Matching and updated,POINT (-77.1038556 36.7201725)
2231,2021,August,169.0,Scott County,326.0,576.0,23732.38,0.0,0.0,36.7127783,-82.6136268,Matching and updated,POINT (-82.6136268 36.7127783)
2232,2019,November,45.0,Craig County,55.0,98.0,6246.5,38.0,0.0,37.4731287,-80.231734,Matching and updated,POINT (-80.231734 37.4731287)
2233,2019,April,193.0,Westmoreland County,412.0,979.0,4681.0,0.0,0.0,38.109238,-76.8040731,Matching and updated,POINT (-76.8040731 38.109238)
2234,2021,May,45.0,Craig County,296.0,296.0,5734.5,20.0,0.0,37.4731287,-80.231734,Matching and updated,POINT (-80.231734 37.4731287)
2235,2019,February,73.0,Gloucester County,846.0,2620.0,91671.0,60.0,1771.0,37.4035413,-76.5235051,Matching and updated,POINT (-76.5235051 37.4035413)
2236,2020,February,71.0,Giles County,333.0,768.0,12954.0,0.0,0.0,37.3119298,-80.7171778,Matching and updated,POINT (-80.7171778 37.3119298)
2237,2019,May,790.0,STAUNTON CITY,495.0,5612.0,23044.73,0.0,1008.0,38.1580558,-79.0615011,Matching and updated,POINT (-79.0615011 38.1580558)
2238,2019,April,143.0,Pittsylvania County,908.0,2971.0,0.0,87.0,2140.0,36.8217206,-79.3985019,Matching and updated,POINT (-79.3985019 36.8217206)
2239,2021,April,85.0,Hanover County,794.0,2106.0,571.0,0.0,0.0,37.7601655,-77.4909916,Matching and updated,POINT (-77.4909916 37.7601655)
2240,2020,September,35.0,Carroll County,325.0,846.0,17473.0,0.0,0.0,36.7324256,-80.728043,Matching and updated,POINT (-80.728043 36.7324256)
2241,2019,September,690.0,Martinsville City,317.0,1567.0,12352.5,72.0,900.0,36.6835269,-79.8636475,Matching and updated,POINT (-79.8636475 36.6835269)
2242,2020,December,79.0,Greene County,815.0,2480.0,83577.77,80.0,1602.0,38.2979805,-78.4701629,Matching and updated,POINT (-78.4701629 38.2979805)
2243,2020,March,69.0,Frederick County,3265.0,5634.0,61216.77,0.0,0.0,39.203637,-78.2639164,Matching and updated,POINT (-78.2639164 39.203637)
2244,2020,October,51.0,Dickenson County,947.0,1868.0,24778.66,0.0,0.0,37.137081,-82.3492083,Matching and updated,POINT (-82.3492083 37.137081)
2245,2019,April,630.0,Fredericksburg City,885.0,1863.0,56988.0,700.0,1861.0,38.2992718,-77.4866583,Matching and updated,POINT (-77.4866583 38.2992718)
2246,2019,July,580.0,Covington City,370.0,1380.0,29120.75,0.0,0.0,37.7781426,-79.986039,Matching and updated,POINT (-79.986039 37.7781426)
2247,2019,August,183.0,Sussex County,224.0,545.0,9808.0,0.0,0.0,36.9266454,-77.2597319,Matching and updated,POINT (-77.2597319 36.9266454)
2248,2020,November,109.0,Louisa County,1312.0,2714.0,11587.0,0.0,0.0,37.9716808,-77.9591779,Matching and updated,POINT (-77.9591779 37.9716808)
2249,2019,June,740.0,Portsmouth City,3569.0,9172.0,104308.0,585.0,3651.0,36.8594298,-76.3562686,Matching and updated,POINT (-76.3562686 36.8594298)
2250,2020,February,570.0,Colonial Heights City,106.0,255.0,38217.0,0.0,0.0,37.2616846,-77.3968043,Matching and updated,POINT (-77.3968043 37.2616846)
2251,2021,February,45.0,Craig County,302.0,64.0,7592.0,21.0,0.0,37.4731287,-80.231734,Matching and updated,POINT (-80.231734 37.4731287)
2252,2020,December,149.0,Prince George County,84.0,205.0,3868.0,0.0,0.0,37.1873255,-77.2209931,Matching and updated,POINT (-77.2209931 37.1873255)
2253,2019,April,195.0,Wise County,994.0,2838.0,49304.31,0.0,0.0,36.9745607,-82.6215601,Matching and updated,POINT (-82.6215601 36.9745607)
2254,2020,December,41.0,Chesterfield County,2447.0,12165.0,678555.0,0.0,0.0,37.3784338,-77.5858474,Matching and updated,POINT (-77.5858474 37.3784338)
2255,2020,April,720.0,Norton City,521.0,1578.0,29429.75,0.0,0.0,36.9315489,-82.625996,Matching and updated,POINT (-82.625996 36.9315489)
2256,2020,December,61.0,Fauquier County,773.0,1941.0,35781.78,0.0,0.0,38.7441032,-77.8215847,Matching and updated,POINT (-77.8215847 38.7441032)
2257,2020,June,670.0,Hopewell City,85.0,209.0,27652.0,0.0,0.0,37.2910098,-77.2989443,Matching and updated,POINT (-77.2989443 37.2910098)
2258,2019,December,750.0,Radford City,809.0,2110.0,29791.55,278.0,0.0,37.120036,-80.5570481,Matching and updated,POINT (-80.5570481 37.120036)
2259,2021,May,750.0,Radford City,199.0,911.0,19419.5,125.0,0.0,37.120036,-80.5570481,Matching and updated,POINT (-80.5570481 37.120036)
2260,2020,February,43.0,CLARKE COUNTY,139.0,323.0,7182.1,82.0,998.0,39.1159309,-77.9920039,Matching and updated,POINT (-77.9920039 39.1159309)
2261,2019,August,61.0,Fauquier County,1.0,2.0,74688.0,0.0,0.0,38.7441032,-77.8215847,Matching and updated,POINT (-77.8215847 38.7441032)
2262,2019,January,107.0,Loudoun County,2787.0,10345.0,160525.28,1190.0,19313.0,39.0811303,-77.6388572,Matching and updated,POINT (-77.6388572 39.0811303)
2263,2019,May,43.0,CLARKE COUNTY,202.0,411.0,17143.12,0.0,0.0,39.1159309,-77.9920039,Matching and updated,POINT (-77.9920039 39.1159309)
2264,2021,February,185.0,Tazewell County,1227.0,2680.0,63878.1,0.0,247.0,37.1253949,-81.5629237,Matching and updated,POINT (-81.5629237 37.1253949)
2265,2019,December,678.0,Lexington City,666.0,1334.0,32637.53,0.0,0.0,37.7823316,-79.4443196,Matching and updated,POINT (-79.4443196 37.7823316)
2266,2020,February,570.0,Colonial Heights City,0.0,1561.0,0.0,0.0,0.0,37.2616846,-77.3968043,Matching and updated,POINT (-77.3968043 37.2616846)
2267,2020,December,3.0,Albemarle County,2809.0,7348.0,296719.55,55.0,1176.0,38.0241841,-78.5535056,Matching and updated,POINT (-78.5535056 38.0241841)
2268,2020,December,121.0,Montgomery County,1795.0,9480.0,67732.68,527.0,2431.0,37.1748845,-80.387314,Matching and updated,POINT (-80.387314 37.1748845)
2269,2021,March,101.0,King William County,479.0,4957.0,89668.0,0.0,0.0,37.7082604,-77.0910539,Matching and updated,POINT (-77.0910539 37.7082604)
2270,2019,February,840.0,Winchester City,3106.0,8276.0,105829.12,224.0,4202.0,39.1738688,-78.1763562,Matching and updated,POINT (-78.1763562 39.1738688)
2271,2019,July,165.0,Rockingham County,1825.0,3572.0,77028.0,0.0,0.0,38.5112574,-78.876307,Matching and updated,POINT (-78.876307 38.5112574)
2272,2020,April,193.0,Westmoreland County,84.0,209.0,1907.9,0.0,0.0,38.109238,-76.8040731,Matching and updated,POINT (-76.8040731 38.109238)
2273,2020,November,640.0,Galax City,1114.0,2659.0,16994.55,71.0,0.0,36.6656397,-80.9143083,Matching and updated,POINT (-80.9143083 36.6656397)
2274,2021,March,113.0,Madison County,216.0,465.0,33158.24,0.0,0.0,38.4120586,-78.2769613,Matching and updated,POINT (-78.2769613 38.4120586)
2275,2020,January,620.0,Franklin City,2.0,2.0,74688.0,0.0,0.0,36.6840142,-76.9413956,Matching and updated,POINT (-76.9413956 36.6840142)
2276,2020,January,103.0,Lancaster County,447.0,920.0,63779.0,0.0,0.0,37.7038307,-76.4131985,Matching and updated,POINT (-76.4131985 37.7038307)
2277,2019,July,19.0,BEDFORD COUNTY,405.0,839.0,15977.98,0.0,0.0,37.3124079,-79.5279466,Matching and updated,POINT (-79.5279466 37.3124079)
2278,2019,October,25.0,Brunswick County,391.0,889.0,11409.0,0.0,0.0,36.7645309,-77.8609162,Matching and updated,POINT (-77.8609162 36.7645309)
2279,2021,March,67.0,Franklin County,682.0,2203.0,46577.0,293.0,0.0,36.9923498,-79.8839586,Matching and updated,POINT (-79.8839586 36.9923498)
2280,2020,January,79.0,Greene County,634.0,1479.0,56427.49,87.0,1692.0,38.2979805,-78.4701629,Matching and updated,POINT (-78.4701629 38.2979805)
2281,2021,January,171.0,Shenandoah County,896.0,2266.0,48053.08,0.0,0.0,38.856204,-78.5739867,Matching and updated,POINT (-78.5739867 38.856204)
2282,2019,June,45.0,Craig County,56.0,70.0,8994.0,0.0,0.0,37.4731287,-80.231734,Matching and updated,POINT (-80.231734 37.4731287)
2283,2020,November,790.0,STAUNTON CITY,369.0,4058.0,27020.75,0.0,313.0,38.1580558,-79.0615011,Matching and updated,POINT (-79.0615011 38.1580558)
2284,2019,October,199.0,York County,413.0,1248.0,55812.0,215.0,2910.0,37.2209139,-76.395533,Matching and updated,POINT (-76.395533 37.2209139)
2285,2019,August,137.0,Orange County,302.0,691.0,9052.0,0.0,0.0,38.2504394,-78.0099795,Matching and updated,POINT (-78.0099795 38.2504394)
2286,2019,November,87.0,Henrico County,2469.0,9306.0,33891.0,0.0,0.0,37.4375205,-77.300333,Matching and updated,POINT (-77.300333 37.4375205)
2287,2021,March,59.0,Fairfax County,908.0,2971.0,1844092.16533374,0.0,57659.0,38.8337425,-77.2761174,Matching and updated,POINT (-77.2761174 38.8337425)
2288,2020,November,135.0,Nottoway County,242.0,722.0,15478.0,0.0,0.0,37.1436955,-78.0521623,Matching and updated,POINT (-78.0521623 37.1436955)
2289,2019,August,41.0,Chesterfield County,5.0,5.0,74688.0,0.0,0.0,37.3784338,-77.5858474,Matching and updated,POINT (-77.5858474 37.3784338)
2290,2021,June,530.0,Buena Vista City,266.0,679.0,52575.46,0.0,0.0,37.7316634,-79.3563746,Matching and updated,POINT (-79.3563746 37.7316634)
2291,2021,March,25.0,Brunswick County,429.0,703.0,37213.0,0.0,0.0,36.7645309,-77.8609162,Matching and updated,POINT (-77.8609162 36.7645309)
2292,2020,September,595.0,Emporia City,0.0,0.0,0.0,0.0,0.0,36.696182,-77.5359753,Matching and updated,POINT (-77.5359753 36.696182)
2293,2019,January,187.0,Warren County,444.0,2177.0,42793.86,60.0,558.0,38.9081874,-78.2071314,Matching and updated,POINT (-78.2071314 38.9081874)
2294,2020,October,143.0,Pittsylvania County,645.0,1638.0,35968.72,0.0,0.0,36.8217206,-79.3985019,Matching and updated,POINT (-79.3985019 36.8217206)
2295,2019,June,61.0,Fauquier County,843.0,1578.0,44729.9,0.0,0.0,38.7441032,-77.8215847,Matching and updated,POINT (-77.8215847 38.7441032)
2296,2019,June,165.0,Rockingham County,1235.0,3337.0,80512.87,0.0,0.0,38.5112574,-78.876307,Matching and updated,POINT (-78.876307 38.5112574)
2297,2021,January,29.0,Buckingham County,816.0,1544.0,34659.3,0.0,0.0,37.573928,-78.5291687,Matching and updated,POINT (-78.5291687 37.573928)
2298,2019,February,71.0,Giles County,340.0,660.0,13985.0,71.0,0.0,37.3119298,-80.7171778,Matching and updated,POINT (-80.7171778 37.3119298)
2299,2020,May,770.0,Roanoke City,3176.0,19529.0,287544.65,758.0,0.0,37.2778301,-79.9584716,Matching and updated,POINT (-79.9584716 37.2778301)
2300,2020,October,27.0,Buchanan County,2054.0,25466.0,113194.5,307.0,0.0,37.2681198,-82.0381508,Matching and updated,POINT (-82.0381508 37.2681198)
2301,2019,August,790.0,STAUNTON CITY,434.0,5773.0,19582.73,0.0,918.0,38.1580558,-79.0615011,Matching and updated,POINT (-79.0615011 38.1580558)
2302,2019,October,195.0,Wise County,1302.0,4215.0,55341.03,0.0,0.0,36.9745607,-82.6215601,Matching and updated,POINT (-82.6215601 36.9745607)
2303,2020,January,810.0,Virginia Beach City,5555.0,21752.0,268950.0,220.0,3269.0,36.7793219,-76.0240202,Matching and updated,POINT (-76.0240202 36.7793219)
2304,2020,March,101.0,King William County,171.0,4225.0,23395.0,0.0,0.0,37.7082604,-77.0910539,Matching and updated,POINT (-77.0910539 37.7082604)
2305,2020,March,37.0,Charlotte County,681.0,1305.0,0.0,0.0,0.0,37.0140909,-78.661424,Matching and updated,POINT (-78.661424 37.0140909)
2306,2021,June,113.0,Madison County,207.0,499.0,25571.77,0.0,0.0,38.4120586,-78.2769613,Matching and updated,POINT (-78.2769613 38.4120586)
2307,2021,April,43.0,CLARKE COUNTY,139.0,325.0,6932.23,64.0,532.0,39.1159309,-77.9920039,Matching and updated,POINT (-77.9920039 39.1159309)
2308,2020,October,149.0,Prince George County,75.0,211.0,4963.0,0.0,0.0,37.1873255,-77.2209931,Matching and updated,POINT (-77.2209931 37.1873255)
2309,2021,February,157.0,Rappahannock County,171.0,464.0,14852.46,0.0,0.0,38.6845215,-78.1688241,Matching and updated,POINT (-78.1688241 38.6845215)
2310,2019,December,43.0,CLARKE COUNTY,194.0,330.0,7341.37,0.0,915.0,39.1159309,-77.9920039,Matching and updated,POINT (-77.9920039 39.1159309)
2311,2021,May,53.0,Dinwiddie County,429.0,978.0,2424.0,0.0,0.0,37.0734984,-77.6354922,Matching and updated,POINT (-77.6354922 37.0734984)
2312,2020,June,3.0,Albemarle County,2265.0,6209.0,182929.82,18.0,498.0,38.0241841,-78.5535056,Matching and updated,POINT (-78.5535056 38.0241841)
2313,2021,September,750.0,Radford City,908.0,2971.0,9681.0,0.0,0.0,37.120036,-80.5570481,Matching and updated,POINT (-80.5570481 37.120036)
2314,2019,January,101.0,King William County,75.0,2704.0,13068.0,0.0,0.0,37.7082604,-77.0910539,Matching and updated,POINT (-77.0910539 37.7082604)
2315,2021,April,23.0,Botetourt County,147.0,503.0,14958.25,16.0,0.0,37.553193,-79.8053176,Matching and updated,POINT (-79.8053176 37.553193)
2316,2019,August,195.0,Wise County,1119.0,3743.0,52422.55,0.0,0.0,36.9745607,-82.6215601,Matching and updated,POINT (-82.6215601 36.9745607)
2317,2019,May,97.0,King and Queen County,0.0,1335.0,0.0,0.0,0.0,37.7143698,-76.901863,Matching and updated,POINT (-76.901863 37.7143698)
2318,2021,April,9.0,Amherst County,1022.0,2312.0,76784.51,1002.0,0.0,37.6303621,-79.1478477,Matching and updated,POINT (-79.1478477 37.6303621)
2319,2019,November,119.0,Middlesex County,663.0,1006.0,13634.0,0.0,0.0,37.6069753,-76.5280819,Matching and updated,POINT (-76.5280819 37.6069753)
2320,2021,April,29.0,Buckingham County,680.0,1320.0,34913.68,0.0,0.0,37.573928,-78.5291687,Matching and updated,POINT (-78.5291687 37.573928)
2321,2020,November,770.0,Roanoke City,4910.0,22535.0,515113.07,349.0,2337.0,37.2778301,-79.9584716,Matching and updated,POINT (-79.9584716 37.2778301)
2322,2021,June,580.0,Covington City,173.0,581.0,11741.88,0.0,0.0,37.7781426,-79.986039,Matching and updated,POINT (-79.986039 37.7781426)
2323,2020,February,133.0,Northumberland County,247.0,623.0,59390.0,0.0,0.0,37.8569736,-76.3796872,Matching and updated,POINT (-76.3796872 37.8569736)
2324,2020,October,775.0,Salem City,561.0,1429.0,25056.55,0.0,0.0,37.2853329,-80.0552407,Matching and updated,POINT (-80.0552407 37.2853329)
2325,2021,January,139.0,PAGE COUNTY,575.0,1159.0,63171.88,0.0,0.0,38.6237508,-78.4904708,Matching and updated,POINT (-78.4904708 38.6237508)
2326,2019,October,75.0,Goochland County,92.0,1095.0,45040.0,0.0,0.0,37.7241655,-77.9142733,Matching and updated,POINT (-77.9142733 37.7241655)
2327,2019,July,143.0,Pittsylvania County,908.0,2971.0,0.0,0.0,0.0,36.8217206,-79.3985019,Matching and updated,POINT (-79.3985019 36.8217206)
2328,2020,March,163.0,Rockbridge County,202.0,4646.0,14040.91,0.0,0.0,37.8145174,-79.4477537,Matching and updated,POINT (-79.4477537 37.8145174)
2329,2020,October,570.0,Colonial Heights City,89.0,201.0,40530.0,0.0,0.0,37.2616846,-77.3968043,Matching and updated,POINT (-77.3968043 37.2616846)
2330,2019,May,678.0,Lexington City,658.0,1359.0,38508.66,0.0,0.0,37.7823316,-79.4443196,Matching and updated,POINT (-79.4443196 37.7823316)
2331,2020,February,550.0,Chesapeake City,2937.0,8421.0,207695.0,285.0,5281.0,36.6793761,-76.3017884,Matching and updated,POINT (-76.3017884 36.6793761)
2332,2020,December,15.0,Augusta County,2294.0,5536.0,218584.49,283.0,427.0,38.1678073,-79.1466816,Matching and updated,POINT (-79.1466816 38.1678073)
2333,2019,December,75.0,Goochland County,58.0,729.0,44699.0,0.0,0.0,37.7241655,-77.9142733,Matching and updated,POINT (-77.9142733 37.7241655)
2334,2020,July,183.0,Sussex County,125.0,350.0,8423.0,0.0,0.0,36.9266454,-77.2597319,Matching and updated,POINT (-77.2597319 36.9266454)
2335,2020,April,830.0,Williamsburg City,1686.0,5935.0,91616.0,35.0,2646.0,37.269293,-76.7067172,Matching and updated,POINT (-76.7067172 37.269293)
2336,2019,October,185.0,Tazewell County,2520.0,5976.0,75527.78,40.0,608.0,37.1253949,-81.5629237,Matching and updated,POINT (-81.5629237 37.1253949)
2337,2019,May,29.0,Buckingham County,895.0,1625.0,36202.5,0.0,0.0,37.573928,-78.5291687,Matching and updated,POINT (-78.5291687 37.573928)
2338,2021,January,41.0,Chesterfield County,2438.0,11414.0,487853.0,0.0,0.0,37.3784338,-77.5858474,Matching and updated,POINT (-77.5858474 37.3784338)
2339,2020,November,760.0,Richmond City,0.0,11400.0,0.0,0.0,0.0,37.531399,-77.4760085,Matching and updated,POINT (-77.4760085 37.531399)
2340,2020,January,760.0,Richmond City,2.0,4.0,74688.0,0.0,0.0,37.531399,-77.4760085,Matching and updated,POINT (-77.4760085 37.531399)
2341,2021,September,67.0,Franklin County,908.0,2971.0,42547.68,0.0,6320.0,36.9923498,-79.8839586,Matching and updated,POINT (-79.8839586 36.9923498)
2342,2019,March,187.0,Warren County,1.0,2.0,74688.0,0.0,0.0,38.9081874,-78.2071314,Matching and updated,POINT (-78.2071314 38.9081874)
2343,2019,May,117.0,Mecklenburg County,705.0,27020.0,16626.0,0.0,0.0,36.6872563,-78.3689592,Matching and updated,POINT (-78.3689592 36.6872563)
2344,2020,April,143.0,Pittsylvania County,537.0,1382.0,22894.86,0.0,0.0,36.8217206,-79.3985019,Matching and updated,POINT (-79.3985019 36.8217206)
2345,2019,November,61.0,Fauquier County,5.0,16.0,74688.0,0.0,0.0,38.7441032,-77.8215847,Matching and updated,POINT (-77.8215847 38.7441032)
2346,2019,June,580.0,Covington City,399.0,1400.0,23399.5,0.0,0.0,37.7781426,-79.986039,Matching and updated,POINT (-79.986039 37.7781426)
2347,2019,January,540.0,Charlottesville City,3184.0,9776.0,39766.03,0.0,0.0,38.0376579,-78.4853806,Matching and updated,POINT (-78.4853806 38.0376579)
2348,2021,May,147.0,Prince Edward County,1481.0,2490.0,64460.0,0.0,0.0,37.2248813,-78.4329574,Matching and updated,POINT (-78.4329574 37.2248813)
2349,2020,November,71.0,Giles County,230.0,347.0,7623.0,0.0,0.0,37.3119298,-80.7171778,Matching and updated,POINT (-80.7171778 37.3119298)
2350,2021,January,730.0,Petersburg City,0.0,7649.0,0.0,0.0,0.0,37.2047302,-77.3923681,Matching and updated,POINT (-77.3923681 37.2047302)
2351,2019,April,57.0,Essex County,52.0,133.0,74688.0,0.0,0.0,37.9394802,-76.9418713,Matching and updated,POINT (-76.9418713 37.9394802)
2352,2019,September,147.0,Prince Edward County,1377.0,2616.0,39878.0,0.0,0.0,37.2248813,-78.4329574,Matching and updated,POINT (-78.4329574 37.2248813)
2353,2020,March,135.0,Nottoway County,310.0,896.0,39805.0,0.0,0.0,37.1436955,-78.0521623,Matching and updated,POINT (-78.0521623 37.1436955)
2354,2020,January,81.0,Greensville County,81.0,273.0,132632.0,0.0,0.0,36.6802247,-77.5602607,Matching and updated,POINT (-77.5602607 36.6802247)
2355,2019,July,25.0,Brunswick County,269.0,551.0,10228.0,0.0,0.0,36.7645309,-77.8609162,Matching and updated,POINT (-77.8609162 36.7645309)
2356,2019,August,595.0,Emporia City,0.0,0.0,0.0,0.0,0.0,36.696182,-77.5359753,Matching and updated,POINT (-77.5359753 36.696182)
2357,2021,May,690.0,Martinsville City,168.0,1375.0,11741.19,0.0,0.0,36.6835269,-79.8636475,Matching and updated,POINT (-79.8636475 36.6835269)
2358,2019,December,179.0,Stafford County,987.0,2964.0,43130.0,168.0,404.0,38.4153856,-77.4548719,Matching and updated,POINT (-77.4548719 38.4153856)
2359,2021,April,183.0,Sussex County,132.0,306.0,16199.0,0.0,0.0,36.9266454,-77.2597319,Matching and updated,POINT (-77.2597319 36.9266454)
2360,2019,July,89.0,Henry County,2965.0,5952.0,82864.8,0.0,0.0,36.6206074,-79.9806728,Matching and updated,POINT (-79.9806728 36.6206074)
2361,2020,May,147.0,Prince Edward County,1764.0,3027.0,26577.0,0.0,0.0,37.2248813,-78.4329574,Matching and updated,POINT (-78.4329574 37.2248813)
2362,2020,February,159.0,Richmond County,21.0,49.0,357688.0,0.0,0.0,37.9428935,-76.7305609,Matching and updated,POINT (-76.7305609 37.9428935)
